Accident_Index,Date,Local_Authority_District,Accident_Severity,Number_of_Vehicles,Number_of_Casualties,Road_Type,Speed_Limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Gender,Vehicle_Type,Holiday,School_Season,Festival_Season,Time_of_Day,Accident_Risk,City,State
ACC003328,09/24/2024 05:23:07 PM,East District,Slight,2,2,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Van,No,School Open,Non-Festival,Evening,Medium,Lucknow,Manipur
ACC003329,11/21/2021 10:37:16 PM,East District,Slight,1,1,One way street,40,Daylight,Fine no high winds,Frost or ice,Rural,Woman,Bus,No,School Open,Non-Festival,Evening,Medium,Pune,Manipur
ACC003330,07/30/2021 01:07:55 AM,Downtown Hub,Slight,2,1,Roundabout,40,Darkness - lights unlit,Raining no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Morning,Low,Jaipur,Andhra Pradesh
ACC003331,11/22/2021 09:18:49 PM,South Division,Slight,2,1,Roundabout,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Truck,No,School Vacation,Non-Festival,Evening,Medium,Mumbai,Punjab
ACC003332,07-03-2022 10:19,Central Region,Slight,1,1,Slip road,40,Darkness - no lighting,,Dry,Urban,Man,Motorcycle,No,School Open,Festival,Evening,High,Kolkata,Gujarat
ACC003333,12/24/2020 02:34:06 AM,East District,Serious,1,1,Roundabout,60,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,SUV,Yes,School Open,Non-Festival,Afternoon,Medium,Mumbai,Uttarakhand
ACC003334,11-12-2023 19:15,West Metro,Slight,2,1,Slip road,40,Darkness - no lighting,Snowing no high winds,Dry,Urban,Man,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Bengaluru,Bihar
ACC003335,06-05-2020 10:23,Central Region,Slight,1,2,One way street,40,Daylight,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Kolkata,Goa
ACC003336,07/28/2023 11:19:27 PM,South Division,Slight,2,1,Single carriageway,40,Darkness - no lighting,Raining + high winds,Wet or damp,Urban,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Pune,Tripura
ACC003337,06/13/2024 06:36:16 AM,North Sector,Slight,3,1,Single carriageway,40,Darkness - lights unlit,Fine + high winds,Dry,Rural,Woman,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Andhra Pradesh
ACC003338,03/16/2021 01:17:47 PM,Downtown Hub,Slight,2,1,Single carriageway,40,Darkness - no lighting,Snowing no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Morning,Low,Shimla,Chhattisgarh
ACC003339,10/20/2023 09:17:00 AM,Downtown Hub,Serious,2,1,Dual carriageway,60,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Kolkata,Uttarakhand
ACC003340,08-05-2022 19:50,Downtown Hub,Slight,1,1,Roundabout,20,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Vacation,Non-Festival,Evening,Medium,Delhi,Tamil Nadu
ACC003341,06-06-2023 09:46,Downtown Hub,Slight,2,1,Slip road,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Man,Van,No,School Vacation,Non-Festival,Night,Medium,Jaipur,Andhra Pradesh
ACC003342,09-01-2022 17:00,North Sector,Slight,1,1,One way street,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Car,No,School Vacation,Festival,Afternoon,Medium,Pune,Bihar
ACC003343,12/26/2022 10:10:43 PM,West Metro,Slight,1,1,Single carriageway,40,Darkness - no lighting,Fine + high winds,Dry,Rural,Man,Truck,Yes,School Vacation,Non-Festival,Morning,Medium,Mumbai,Sikkim
ACC003344,06/19/2020 06:47:33 AM,,Slight,1,1,One way street,30,Daylight,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Vacation,Non-Festival,Night,Medium,Pune,Arunachal Pradesh
ACC003345,07-03-2023 18:10,South Division,Serious,2,1,Slip road,30,Darkness - no lighting,Fine no high winds,Dry,Urban,Man,Bicycle,No,School Open,Non-Festival,Evening,Medium,Chennai,Jharkhand
ACC003346,02-07-2022 17:08,East District,Slight,2,1,Dual carriageway,20,Darkness - lights lit,Raining no high winds,Snow,Urban,Man,Bus,No,School Open,Non-Festival,Night,Medium,Jaipur,Chhattisgarh
ACC003347,03/14/2023 09:11:55 AM,East District,Slight,1,1,Slip road,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Woman,Bicycle,No,School Open,Non-Festival,Morning,Low,Shimla,Uttarakhand
ACC003348,03/18/2024 06:26:57 AM,Downtown Hub,Slight,2,1,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Festival,Afternoon,Medium,Kolkata,Jharkhand
ACC003349,04-06-2021 12:31,North Sector,Slight,2,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Bicycle,No,School Vacation,Non-Festival,Morning,Low,Kolkata,Andhra Pradesh
ACC003350,01-07-2020 17:53,Central Region,Slight,2,1,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Night,Medium,Kolkata,Sikkim
ACC003351,04/20/2022 06:40:01 AM,West Metro,Slight,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Snow,Urban,Woman,Bus,No,School Open,Festival,Night,High,Jaipur,Goa
ACC003352,10/27/2021 07:15:10 PM,South Division,Slight,2,1,Single carriageway,20,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,SUV,Yes,School Open,Non-Festival,Afternoon,Medium,Delhi,Madhya Pradesh
ACC003353,10-07-2024 05:29,Downtown Hub,Slight,2,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Woman,Bus,No,School Vacation,Non-Festival,Morning,Low,Bengaluru,Manipur
ACC003354,08/23/2021 02:57:01 AM,Downtown Hub,Slight,1,1,Slip road,20,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Hyderabad,Bihar
ACC003355,06/19/2024 05:29:32 AM,North Sector,Slight,2,1,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Snow,Urban,Man,Bus,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Madhya Pradesh
ACC003356,01/15/2020 11:02:43 PM,East District,Slight,2,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Telangana
ACC003357,12/14/2024 10:34:07 PM,Downtown Hub,Slight,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Festival,Evening,High,Delhi,Punjab
ACC003358,08/22/2024 11:03:18 PM,Central Region,Slight,2,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Shimla,Telangana
ACC003359,05/27/2022 03:06:09 AM,Central Region,Slight,2,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Non-Festival,Afternoon,Low,Mumbai,Manipur
ACC003360,09-06-2023 10:09,Central Region,Slight,1,1,Roundabout,30,Daylight,Fine no high winds,Dry,Rural,Man,Car,Yes,School Open,Non-Festival,Morning,Medium,Kolkata,Haryana
ACC003361,12/23/2023 03:48:15 PM,East District,Slight,2,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Evening,Medium,Pune,Chhattisgarh
ACC003362,03-09-2023 08:38,Central Region,Slight,2,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,Auto Rickshaw,Yes,School Vacation,Non-Festival,Afternoon,Medium,Shimla,Manipur
ACC003363,01-01-2024 09:19,Downtown Hub,Slight,1,1,One way street,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,Bus,No,School Open,Non-Festival,Night,Medium,Mumbai,Bihar
ACC003364,03-03-2024 22:08,Downtown Hub,Slight,2,1,Dual carriageway,30,Daylight,Fine no high winds,Wet or damp,Urban,Woman,Bicycle,No,School Open,Non-Festival,Evening,Medium,Kolkata,Kerala
ACC003365,04-09-2023 09:09,Downtown Hub,Slight,1,1,Slip road,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Festival,Afternoon,Medium,Mumbai,Madhya Pradesh
ACC003366,06/20/2023 05:22:41 AM,West Metro,Slight,1,1,Roundabout,30,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Van,No,School Open,Festival,Afternoon,Medium,Pune,Arunachal Pradesh
ACC003367,08/20/2023 05:55:33 AM,Central Region,Slight,2,1,Single carriageway,30,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Night,Medium,Kolkata,Uttarakhand
ACC003368,09/25/2021 06:14:09 AM,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,SUV,No,School Open,Non-Festival,Morning,Low,Bengaluru,Odisha
ACC003369,07/29/2022 06:58:40 PM,North Sector,Slight,3,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,SUV,No,School Open,Non-Festival,Afternoon,Low,Delhi,Odisha
ACC003370,03/27/2022 08:06:21 PM,Downtown Hub,Slight,2,1,Slip road,40,Daylight,Fine + high winds,Dry,Urban,Woman,Bicycle,No,School Open,Festival,Night,High,Chennai,Bihar
ACC003371,07-03-2022 18:33,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Van,No,School Vacation,Non-Festival,Evening,Medium,Lucknow,Bihar
ACC003372,12/29/2020 01:38:17 AM,Downtown Hub,Slight,2,1,Single carriageway,20,Darkness - lights lit,Raining no high winds,Dry,Rural,Man,Van,Yes,School Open,Non-Festival,Afternoon,Medium,Jaipur,Uttar Pradesh
ACC003373,05-04-2020 06:14,Central Region,Serious,2,1,Slip road,60,Daylight,Fine no high winds,Dry,Rural,Woman,Bicycle,No,School Vacation,Non-Festival,Morning,Low,Lucknow,Karnataka
ACC003374,06-05-2024 20:04,North Sector,Serious,2,1,Single carriageway,60,Darkness - lights lit,Fog or mist,Dry,Rural,Man,Van,No,School Open,Non-Festival,Night,Medium,Shimla,Uttarakhand
ACC003375,09-06-2021 18:00,Downtown Hub,Serious,2,3,Dual carriageway,60,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Auto Rickshaw,Yes,School Vacation,Festival,Morning,High,Lucknow,Chhattisgarh
ACC003376,05/30/2021 01:38:17 PM,East District,Slight,2,1,Slip road,40,Darkness - lights unlit,Fine no high winds,Dry,Rural,Woman,Motorcycle,No,School Open,Non-Festival,Morning,Low,Kolkata,Punjab
ACC003377,06/25/2021 05:15:21 PM,Downtown Hub,Slight,1,1,One way street,30,Daylight,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Festival,Morning,Medium,Bengaluru,Karnataka
ACC003378,09/25/2022 12:20:57 AM,North Sector,Serious,4,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Wet or damp,Rural,Man,Van,Yes,School Open,Non-Festival,Morning,Medium,Chennai,Jharkhand
ACC003379,07-12-2020 14:21,Central Region,Slight,2,1,Dual carriageway,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Night,Medium,Delhi,Haryana
ACC003380,10/24/2022 09:20:49 AM,West Metro,Slight,2,1,Dual carriageway,30,Darkness - lights lit,Fine no high winds,Wet or damp,Rural,Woman,Auto Rickshaw,No,School Open,Non-Festival,Evening,Medium,Delhi,Goa
ACC003381,11/16/2020 06:49:25 AM,Downtown Hub,Slight,2,1,Dual carriageway,40,Darkness - lights unlit,Fine + high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Evening,Medium,Pune,Goa
ACC003382,08/31/2023 07:50:26 PM,East District,Slight,2,1,Roundabout,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Car,No,School Vacation,Non-Festival,Night,Medium,Jaipur,Haryana
ACC003383,09/19/2021 10:46:22 AM,East District,Serious,3,1,Slip road,50,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Morning,Low,Mumbai,Tamil Nadu
ACC003384,01-12-2020 12:03,South Division,Slight,1,1,Single carriageway,30,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,Woman,Truck,Yes,School Open,Non-Festival,Morning,Medium,Bengaluru,Manipur
ACC003385,09/17/2023 10:16:18 PM,East District,Slight,2,1,Roundabout,30,Darkness - lights lit,Fine no high winds,Wet or damp,Urban,Man,Truck,No,School Open,Non-Festival,Evening,Medium,Mumbai,Uttar Pradesh
ACC003386,06/18/2023 04:28:54 PM,South Division,Serious,2,1,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Truck,No,School Open,Non-Festival,Afternoon,Low,Chennai,Maharashtra
ACC003387,05/18/2024 09:24:44 PM,South Division,Slight,3,1,Slip road,20,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Woman,Bicycle,No,School Open,Festival,Afternoon,Medium,Lucknow,Karnataka
ACC003388,07/26/2020 01:40:21 AM,Central Region,Slight,1,1,One way street,30,Darkness - lights lit,Raining no high winds,Wet or damp,Urban,Man,Bicycle,No,School Open,Non-Festival,Morning,Low,Delhi,Kerala
ACC003389,10/26/2021 11:26:52 PM,West Metro,Slight,1,1,Dual carriageway,30,Daylight,Fine no high winds,Wet or damp,Rural,Man,Car,No,School Open,Non-Festival,Afternoon,Low,Chennai,Uttar Pradesh
ACC003390,05/17/2021 10:36:34 AM,South Division,Slight,2,1,Single carriageway,40,Darkness - lights lit,Fine no high winds,Dry,Urban,Woman,Motorcycle,No,School Open,Festival,Afternoon,Medium,Lucknow,Madhya Pradesh
ACC003391,11/18/2024 10:45:47 PM,Downtown Hub,Slight,1,1,Dual carriageway,30,Darkness - lights lit,Raining + high winds,Dry,Rural,Man,Auto Rickshaw,No,School Vacation,Non-Festival,Afternoon,Low,Delhi,Haryana
ACC003392,08/17/2022 07:29:23 AM,South Division,Slight,1,1,Roundabout,40,Daylight,Fine no high winds,Snow,Urban,Woman,SUV,No,School Open,Non-Festival,Morning,Low,Lucknow,Nagaland
ACC003393,09-01-2020 20:26,West Metro,Slight,1,1,Single carriageway,20,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Jaipur,Tripura
ACC003394,03-04-2023 13:02,South Division,Serious,3,1,Slip road,60,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Bus,No,School Open,Non-Festival,Afternoon,Low,Bengaluru,Andhra Pradesh
ACC003395,02/13/2024 02:36:05 AM,North Sector,Slight,3,1,Slip road,40,Daylight,Fine no high winds,Snow,Rural,Woman,Bicycle,No,School Open,Non-Festival,Afternoon,Low,Shimla,Manipur
ACC003396,06-03-2023 20:12,East District,Slight,1,1,One way street,30,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Festival,Night,High,Chennai,Haryana
ACC003397,05/29/2020 05:41:36 AM,Downtown Hub,Slight,1,1,One way street,40,Daylight,Fine no high winds,Dry,Rural,Man,Truck,No,School Open,Non-Festival,Night,Medium,Chennai,West Bengal
ACC003398,03/23/2023 09:00:39 AM,South Division,Slight,2,1,One way street,20,Darkness - lights lit,Fine no high winds,Dry,Rural,Man,Bus,No,School Open,Non-Festival,Evening,Medium,Hyderabad,Karnataka
ACC003399,10/18/2024 07:37:43 AM,Downtown Hub,Slight,2,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Vacation,Non-Festival,Night,Medium,Kolkata,Kerala
ACC003400,01/21/2021 04:13:19 AM,Central Region,Slight,1,1,Dual carriageway,40,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Night,Medium,Jaipur,Kerala
ACC003401,11-01-2021 10:59,East District,Slight,2,1,Roundabout,20,Darkness - lights lit,Raining no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Afternoon,Low,Jaipur,Bihar
ACC003402,04/30/2024 11:01:08 AM,East District,Slight,2,2,Single carriageway,20,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Open,Festival,Afternoon,Medium,Mumbai,Meghalaya
ACC003403,02/18/2022 01:28:28 AM,West Metro,Slight,1,1,Single carriageway,30,Daylight,Raining no high winds,Dry,Urban,Man,Bus,No,School Open,Non-Festival,Night,Medium,Lucknow,Bihar
ACC003404,11-03-2022 18:46,East District,Slight,1,1,Slip road,20,Darkness - lights unlit,Fine + high winds,Dry,Rural,Man,SUV,No,School Vacation,Non-Festival,Evening,Medium,Kolkata,Chhattisgarh
ACC003405,04/30/2022 06:13:05 AM,West Metro,Slight,2,1,Single carriageway,30,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Man,Motorcycle,No,School Open,Festival,Morning,Medium,Bengaluru,Telangana
ACC003406,01/15/2020 12:51:26 PM,South Division,Slight,2,1,Roundabout,30,Daylight,Raining no high winds,Dry,Rural,Woman,Auto Rickshaw,Yes,School Open,Non-Festival,Evening,Medium,Bengaluru,Chhattisgarh
ACC003407,10-02-2024 20:19,East District,Slight,3,1,One way street,40,Daylight,Fine + high winds,Dry,Rural,Man,Van,No,School Open,Non-Festival,Morning,Low,Jaipur,Haryana
ACC003408,02-03-2024 20:57,West Metro,Slight,1,1,Single carriageway,20,Darkness - lights lit,Fine no high winds,Flood over 3cm deep,Urban,Woman,Van,No,School Open,Non-Festival,Afternoon,Low,Bengaluru,Jharkhand
ACC003409,10/14/2020 10:30:48 PM,Downtown Hub,Slight,1,1,Roundabout,20,Darkness - lights unlit,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Festival,Morning,Medium,Hyderabad,Mizoram
ACC003410,08/13/2024 05:26:11 AM,Downtown Hub,Slight,1,1,Dual carriageway,20,Darkness - lights unlit,Raining no high winds,Dry,Urban,Man,Van,No,School Open,Festival,Morning,Medium,Chennai,West Bengal
ACC003411,05/29/2024 05:01:31 AM,South Division,Slight,1,1,Slip road,30,Darkness - lights unlit,Fine no high winds,Frost or ice,Urban,Man,Motorcycle,No,School Open,Non-Festival,Morning,Low,Pune,Uttar Pradesh
ACC003412,05/23/2024 12:21:01 AM,East District,Slight,2,1,Single carriageway,20,Darkness - no lighting,Fine + high winds,Dry,Urban,Man,Truck,No,School Open,Non-Festival,Night,Medium,Shimla,Himachal Pradesh
ACC003413,11/19/2020 03:00:22 AM,Central Region,Slight,2,1,One way street,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Festival,Afternoon,Medium,Mumbai,Sikkim
ACC003414,10/19/2024 05:28:08 PM,South Division,Slight,2,1,One way street,20,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Van,Yes,School Open,Non-Festival,Morning,Medium,Lucknow,Odisha
ACC003415,09/19/2020 10:42:34 AM,Central Region,Slight,1,1,One way street,40,Darkness - no lighting,Fine no high winds,Dry,Urban,Woman,Bicycle,No,School Open,Non-Festival,Morning,Low,Shimla,Maharashtra
ACC003416,09/14/2020 07:32:08 AM,Central Region,Slight,2,1,Single carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Open,Non-Festival,Evening,Medium,Lucknow,Haryana
ACC003417,12/21/2024 07:06:15 PM,South Division,Slight,1,1,Roundabout,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Motorcycle,No,School Vacation,Festival,Night,High,Delhi,Himachal Pradesh
ACC003418,04-05-2024 04:20,Central Region,Slight,1,1,One way street,40,Daylight,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Non-Festival,Morning,Low,Shimla,Sikkim
ACC003419,01-08-2021 00:09,East District,Serious,1,2,Roundabout,40,Daylight,Raining no high winds,Dry,Rural,Woman,Car,No,School Vacation,Non-Festival,Morning,Low,Pune,Karnataka
ACC003420,09/17/2022 11:12:40 AM,East District,Slight,2,2,Dual carriageway,30,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Auto Rickshaw,No,School Open,Festival,Afternoon,Medium,Jaipur,Tamil Nadu
ACC003421,01/22/2023 02:07:47 PM,South Division,Slight,1,1,Dual carriageway,30,Darkness - lights unlit,Fine no high winds,Wet or damp,Rural,Man,Van,No,School Vacation,Festival,Evening,High,Hyderabad,Andhra Pradesh
ACC003422,07-10-2024 15:49,West Metro,Slight,2,1,Roundabout,30,Daylight,Fine no high winds,Dry,Rural,Man,SUV,No,School Open,Non-Festival,Afternoon,Low,Chennai,Maharashtra
ACC003423,05/23/2022 08:01:34 PM,Central Region,Slight,1,1,Single carriageway,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Woman,SUV,No,School Open,Non-Festival,Afternoon,Low,Chennai,Chhattisgarh
ACC003424,11/23/2024 11:19:28 AM,West Metro,Slight,2,2,Dual carriageway,20,Darkness - no lighting,Raining + high winds,Dry,Urban,Man,Bus,No,School Vacation,Non-Festival,Afternoon,Low,Hyderabad,Rajasthan
ACC003425,10/17/2020 09:14:49 PM,West Metro,Slight,1,1,Slip road,30,Darkness - lights lit,Fine no high winds,Dry,Urban,Man,Truck,No,School Vacation,Non-Festival,Afternoon,Low,Kolkata,Uttar Pradesh
ACC003426,06/26/2024 05:23:34 PM,North Sector,Slight,1,2,Roundabout,40,Darkness - lights lit,Fine no high winds,Snow,Urban,Woman,Car,No,School Open,Non-Festival,Night,Medium,Delhi,Maharashtra
ACC003427,10/25/2023 05:40:40 AM,North Sector,Slight,2,1,Slip road,40,Darkness - no lighting,Fine no high winds,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Open,Non-Festival,Morning,Low,Lucknow,Bihar
ACC003428,07/24/2021 01:25:18 AM,East District,Slight,1,1,One way street,30,Darkness - lights unlit,Fine no high winds,Dry,Urban,Man,Motorcycle,No,School Open,Festival,Morning,Medium,Pune,Sikkim
ACC003429,01/17/2024 09:00:04 AM,North Sector,Slight,1,1,Slip road,30,Daylight,Fine no high winds,Wet or damp,Urban,Woman,Auto Rickshaw,No,School Vacation,Non-Festival,Night,Medium,Bengaluru,Tamil Nadu
ACC003430,03/26/2024 01:08:09 PM,East District,Serious,2,1,Dual carriageway,40,Darkness - no lighting,Fine no high winds,Dry,Rural,Man,Car,No,School Open,Non-Festival,Night,Medium,Shimla,Tripura
